Date,Microsoft (Power BI),Salesforce (Tableau),IBM (Cognos)
2020-07-13,198.3907928466797,186.7039794921875,91.25669860839844
2020-07-14,199.61717224121094,187.91339111328125,92.3284912109375
2020-07-15,199.32012939453125,186.4561767578125,94.16588592529297
2020-07-16,195.37278747558594,183.89857482910156,94.9391098022461
2020-07-17,194.3764190673828,186.14886474609375,95.78125762939453
2020-07-20,202.73086547851562,193.39537048339844,96.74586486816406
2020-07-21,200.00038146972656,189.14263916015625,96.50856018066406
2020-07-22,202.87464904785156,189.648193359375,98.50670623779297
2020-07-23,194.05064392089844,186.90225219726562,97.4808349609375
2020-07-24,192.8625946044922,186.8527069091797,96.30183410644531
2020-07-27,195.3057403564453,189.30123901367188,96.62338256835938
2020-07-28,193.55242919921875,187.8539276123047,95.29127502441406
2020-07-29,195.5069580078125,191.92820739746094,95.9420166015625
2020-07-30,195.35366821289062,190.03482055664062,94.08931732177734
2020-07-31,196.41712951660156,193.15744018554688,94.11994171142578
2020-08-03,207.46385192871094,201.42498779296875,95.16879272460938
2020-08-04,204.35006713867188,199.66046142578125,96.34010314941406
2020-08-05,204.0147705078125,200.87977600097656,96.04154205322266
2020-08-06,207.28182983398438,205.98504638671875,96.55448913574219
2020-08-07,203.5740203857422,199.3035888671875,96.91902160644531
2020-08-10,199.52133178710938,195.44737243652344,98.58655548095703
2020-08-11,194.85548400878906,190.32229614257812,98.30731964111328
2020-08-12,200.4219512939453,190.94683837890625,98.26856231689453
2020-08-13,199.95245361328125,193.4449462890625,96.9732894897461
2020-08-14,200.14405822753906,191.77952575683594,97.15945434570312
2020-08-17,201.4662628173828,195.03103637695312,96.51569366455078
2020-08-18,202.62551879882812,202.23785400390625,96.88800811767578
2020-08-19,201.396240234375,203.3283233642578,96.05033111572266
2020-08-20,206.08297729492188,207.69009399414062,95.51517486572266
2020-08-21,204.58473205566406,205.727294921875,95.52294158935547
2020-08-24,205.22821044921875,206.64923095703125,97.4774398803711
2020-08-25,207.89816284179688,214.1732940673828,96.67081451416016
2020-08-26,212.39279174804688,269.9544982910156,96.3062744140625
2020-08-27,217.60780334472656,273.9197692871094,96.6785888671875
2020-08-28,219.84552001953125,268.7451477050781,97.00434112548828
2020-08-31,216.59938049316406,270.2816162109375,95.63927459716797
2020-09-01,218.2705078125,278.80694580078125,95.70907592773438
2020-09-02,222.47705078125,274.28656005859375,99.41645050048828
2020-09-03,208.6952667236328,262.7080383300781,96.5234603881836
2020-09-04,205.76602172851562,252.48756408691406,94.85591125488281
2020-09-08,194.635009765625,239.17422485351562,94.01050567626953
2020-09-09,202.9232635498047,248.25465393066406,94.82487487792969
2020-09-10,197.23765563964844,245.64752197265625,93.50635528564453
2020-09-11,195.9507293701172,240.98831176757812,94.20440673828125
2020-09-14,197.276123046875,244.49757385253906,94.6930160522461
